RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
599020208588,169,Enero,2025,1470.79,117.6296,0.0,0.0,-0.4196,1588.0,166.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9,2.3,40.0
599020208588,169,Febrero,2025,1445.21,115.6296,0.0,0.0,0.1604,1561.0,136.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.91,1.95,40.0
599020208588,169,Abril,2025,1443.15,115.4815,0.0,0.0,0.3685,1559.0,126.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.15,1.81,40.0
599020208588,169,Julio,2025,1570.51,125.7037,0.0,0.0,0.7863,1697.0,122.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.59,1.64,40.0
599020208588,169,Agosto,2025,1495.2,119.5556,0.0,0.0,-0.7556,1614.0,122.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.42,1.76,40.0
