RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
595210352159,6 ACM,Enero,2025,152878.83,12230.2963,1150.0,0.0,-0.1263,166259.0,60554.0,32937.0,20404.0,31816.0,8334.0,60554.0,104.0,104.0,104.0,87.85,7.82,114.0
595210352159,6 ACM,Febrero,2025,165841.53,13267.3333,1150.0,0.0,0.1367,180259.0,69160.0,37331.0,24310.0,36208.0,8642.0,69160.0,104.0,104.0,104.0,88.0,9.89,114.0
595210352159,6 ACM,Abril,2025,176177.45,14094.1482,1150.0,0.0,-0.5982,191421.0,74523.0,34699.0,21258.0,37032.0,3744.0,62034.0,106.0,106.0,106.0,87.27,9.75,114.0
595210352159,6 ACM,Julio,2025,180731.07,14458.5185,1150.0,0.0,0.4115,196340.0,74617.0,42675.0,24225.0,45770.0,4622.0,74617.0,102.0,102.0,102.0,86.81,9.83,114.0
595210352159,6 ACM,Agosto,2025,180248.57,14419.8519,1150.0,0.0,-0.4219,195818.0,74617.0,42823.0,25753.0,44845.0,4243.0,74841.0,102.0,103.0,102.0,86.8,9.76,114.0
