RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
599070104422,192,Enero,2025,179486.99,14358.963,1150.0,0.0,0.047,194996.0,76710.0,40628.0,25960.0,40775.0,9975.0,76710.0,107.0,106.0,107.0,88.37,9.63,120.0
599070104422,192,Febrero,2025,166963.09,13357.037,1150.0,0.0,-0.127,181470.0,69066.0,36582.0,24022.0,36357.0,8687.0,69066.0,106.0,107.0,107.0,88.37,9.6,120.0
599070104422,192,Abril,2025,2724.68,218.0,1150.0,0.0,0.32,4093.0,215.0,390.0,62.0,105.0,11.0,178.0,1.0,2.0,1.0,41.52,1.48,120.0
599070104422,192,Julio,2025,185158.76,14812.7407,1150.0,0.0,0.4993,201122.0,77374.0,39501.0,25075.0,47456.0,4843.0,77374.0,107.0,107.0,107.0,89.06,9.71,120.0
599070104422,192,Agosto,2025,184322.63,14745.7778,1150.0,0.0,-0.4078,200218.0,77374.0,39970.0,26508.0,46597.0,4404.0,77509.0,106.0,106.0,106.0,88.88,9.82,120.0
