RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
595210353449,18 ACM,Enero,2025,3578.98,286.2963,1150.0,0.0,-0.2763,5015.0,233.0,804.0,80.0,123.0,30.0,233.0,1.0,1.0,1.0,27.83,3.13,100.0
595210353449,18 ACM,Febrero,2025,3519.23,281.5556,1150.0,0.0,0.2144,4951.0,216.0,737.0,76.0,113.0,27.0,216.0,1.0,1.0,1.0,28.12,3.21,100.0
595210353449,18 ACM,Abril,2025,3660.11,292.8148,1150.0,0.0,0.0752,5103.0,267.0,697.0,76.0,133.0,13.0,222.0,1.0,1.0,1.0,30.35,3.7,100.0
595210353449,18 ACM,Julio,2025,3526.36,282.0741,1150.0,0.0,-0.4341,4958.0,778.0,710.0,200.0,522.0,56.0,778.0,2.0,2.0,2.0,73.87,5.22,100.0
595210353449,18 ACM,Agosto,2025,3463.56,277.1111,1150.0,0.0,0.3289,4891.0,778.0,671.0,205.0,511.0,56.0,772.0,2.0,2.0,2.0,75.48,5.18,100.0
