RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
599000700486,172,Enero,2025,2329.96,186.4444,1150.0,0.0,0.5956,3667.0,369.0,463.0,128.0,194.0,47.0,369.0,1.0,1.0,1.0,62.33,4.96,124.0
599000700486,172,Febrero,2025,2182.98,174.5926,1150.0,0.0,-0.5726,3507.0,326.0,384.0,120.0,166.0,40.0,326.0,1.0,1.0,1.0,64.72,4.85,124.0
599000700486,172,Abril,2025,2704.06,216.3704,1150.0,0.0,0.5696,4071.0,225.0,401.0,65.0,110.0,11.0,186.0,1.0,1.0,1.0,42.08,3.1,124.0
599000700486,172,Julio,2025,2672.81,213.7778,1150.0,0.0,-0.5878,4036.0,224.0,458.0,74.0,136.0,14.0,224.0,1.0,1.0,1.0,43.94,3.01,124.0
599000700486,172,Agosto,2025,2757.99,220.6667,1150.0,0.0,0.3433,4129.0,224.0,490.0,80.0,136.0,13.0,229.0,1.0,1.0,1.0,42.34,3.07,124.0
