RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
647240600874,212-R,Enero,2025,3427.83,274.2037,4513.25,0.0,-0.2837,8215.0,356.0,912.0,126.0,184.0,46.0,356.0,1.0,1.0,1.0,36.36,4.78,125.0
647240600874,212-R,Febrero,2025,53648.02,4291.8333,4513.25,0.0,-0.1033,62453.0,17954.0,6313.0,5142.0,10104.0,2708.0,17954.0,81.0,87.0,82.0,94.34,3.07,125.0
647240600874,212-R,Abril,2025,122839.27,9827.1667,4513.25,0.0,0.3133,137180.0,51963.0,11880.0,14259.0,25668.0,2743.0,42670.0,81.0,81.0,80.0,96.34,8.78,125.0
647240600874,212-R,Julio,2025,131043.94,10483.537,4513.25,0.0,0.273,146041.0,54199.0,16467.0,17498.0,33102.0,3599.0,54199.0,80.0,82.0,82.0,95.68,8.88,125.0
647240600874,212-R,Agosto,2025,130472.57,10437.7593,4513.25,0.0,-0.5793,145423.0,54199.0,17271.0,18067.0,33239.0,3236.0,54542.0,81.0,80.0,80.0,95.33,9.05,125.0
