RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
599030803247,205,Enero,2025,138112.42,11048.963,1150.0,0.0,-0.383,150311.0,57680.0,12800.0,19190.0,30926.0,7564.0,57680.0,94.0,94.0,94.0,97.63,8.24,124.0
599030803247,205,Febrero,2025,137512.04,11000.963,1150.0,0.0,-0.003,149663.0,57567.0,12685.0,19990.0,30255.0,7322.0,57567.0,94.0,94.0,94.0,97.66,9.11,124.0
599030803247,205,Abril,2025,149367.64,11949.4074,1150.0,0.0,-0.0474,162467.0,65283.0,12287.0,18535.0,32533.0,3297.0,54365.0,93.0,94.0,94.0,97.54,9.63,124.0
599030803247,205,Julio,2025,158615.39,12689.1852,1150.0,0.0,-0.5752,172454.0,67547.0,15307.0,21795.0,41534.0,4218.0,67547.0,94.0,95.0,95.0,97.53,9.55,124.0
599030803247,205,Agosto,2025,157788.03,12623.037,1150.0,0.0,-0.067,171561.0,67547.0,15416.0,23284.0,40755.0,3857.0,67896.0,94.0,94.0,94.0,97.52,9.7,124.0
