RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
596190601340,252,Enero,2025,135099.93,10808.0,1150.0,0.0,0.07,147058.0,58223.0,22980.0,19335.0,31268.0,7620.0,58223.0,83.0,84.0,83.0,93.02,9.31,125.0
596190601340,252,Febrero,2025,123285.02,9862.8148,1150.0,0.0,0.1652,134298.0,51295.0,20433.0,17702.0,27044.0,6549.0,51295.0,82.0,82.0,82.0,92.9,9.3,125.0
596190601340,252,Abril,2025,133248.17,10659.8519,1150.0,0.0,-0.0219,145058.0,57412.0,18884.0,16269.0,28669.0,2909.0,47847.0,82.0,84.0,83.0,93.02,9.49,125.0
596190601340,252,Julio,2025,95834.24,7666.7407,1150.0,0.0,0.0193,104651.0,40055.0,16416.0,12987.0,24520.0,2548.0,40055.0,56.0,57.0,57.0,92.53,9.44,125.0
596190601340,252,Agosto,2025,94944.04,7595.5556,1150.0,0.0,0.4044,103690.0,40055.0,16516.0,13797.0,24052.0,2295.0,40144.0,56.0,56.0,56.0,92.48,9.63,125.0
