RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
599950600101,73-R,Enero,2025,3579.95,286.3704,1150.0,0.0,-0.3204,5016.0,234.0,817.0,82.0,122.0,30.0,234.0,1.0,1.0,1.0,27.53,3.14,120.0
599950600101,73-R,Febrero,2025,3507.57,280.6667,1150.0,0.0,0.7633,4939.0,213.0,747.0,76.0,110.0,27.0,213.0,1.0,1.0,1.0,27.42,3.17,120.0
599950600101,73-R,Abril,2025,3563.08,285.037,1150.0,0.0,-0.117,4998.0,229.0,660.0,66.0,112.0,12.0,190.0,1.0,1.0,1.0,27.66,3.16,120.0
599950600101,73-R,Julio,2025,87582.64,7006.6667,1150.0,0.0,0.6933,95740.0,29225.0,19711.0,8865.0,18361.0,1999.0,29225.0,65.0,67.0,64.0,82.91,5.86,120.0
599950600101,73-R,Agosto,2025,104487.78,8358.963,1150.0,0.0,-0.743,113996.0,29225.0,26675.0,12755.0,24062.0,2416.0,39233.0,65.0,67.0,64.0,82.7,7.87,120.0
