RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
599050500623,9-R,Julio,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599050500623,9-R,Agosto,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599050500666,11-R,Enero,2025,87220.08,6977.6296,1150.0,0.0,0.2904,95348.0,37950.0,9314.0,12853.0,20189.0,4908.0,37950.0,55.0,55.0,54.0,97.12,9.27,100.0
599050500666,11-R,Febrero,2025,82711.18,6616.8889,1150.0,0.0,-0.0689,90478.0,34760.0,15656.0,12185.0,18266.0,4309.0,34760.0,53.0,53.0,53.0,91.18,9.76,100.0
599050500666,11-R,Abril,2025,86228.61,6898.2963,1150.0,0.0,0.0937,94277.0,37045.0,14073.0,10548.0,18532.0,1867.0,30947.0,53.0,53.0,53.0,91.03,9.73,100.0
599050500666,11-R,Julio,2025,90697.74,7255.7778,1150.0,0.0,-0.5178,99103.0,37976.0,17314.0,12304.0,23307.0,2365.0,37976.0,53.0,53.0,53.0,90.99,9.63,100.0
599050500666,11-R,Agosto,2025,89993.52,7199.4815,1150.0,0.0,-0.0015,98343.0,37976.0,17231.0,12986.0,22697.0,2143.0,37826.0,53.0,53.0,53.0,91.0,9.59,100.0
599950614781,12,Enero,2025,131532.64,10522.5926,1150.0,0.0,-0.2326,143205.0,56055.0,17016.0,18832.0,29984.0,7239.0,56055.0,81.0,85.0,85.0,95.69,8.86,104.0
599950614781,12,Febrero,2025,124002.88,9920.2222,1150.0,0.0,-0.1022,135073.0,51421.0,14486.0,17701.0,27303.0,6417.0,51421.0,83.0,85.0,85.0,96.25,9.0,104.0
599950614781,12,Abril,2025,127777.41,10222.2222,1150.0,0.0,0.3678,139150.0,54656.0,11430.0,15481.0,27816.0,2793.0,46090.0,82.0,88.0,82.0,97.06,8.72,104.0
599950614781,12,Julio,2025,136452.54,10916.1482,1150.0,0.0,-0.6882,148518.0,57368.0,14857.0,18454.0,35313.0,3601.0,57368.0,83.0,86.0,83.0,96.81,8.96,104.0
599950614781,12,Agosto,2025,135563.68,10845.1111,1150.0,0.0,0.2089,147559.0,57368.0,15326.0,19025.0,34228.0,3264.0,56517.0,91.0,87.0,84.0,96.51,8.34,104.0
599960300041,14-R,Enero,2025,139649.04,11171.9259,1150.0,0.0,0.0341,151971.0,60932.0,25002.0,20751.0,32306.0,7875.0,60932.0,84.0,85.0,84.0,92.51,9.63,110.0
599960300041,14-R,Febrero,2025,129366.21,10349.2593,1150.0,0.0,-0.4693,140865.0,54891.0,22569.0,19283.0,28766.0,6842.0,54891.0,84.0,84.0,83.0,92.49,9.72,110.0
599960300041,14-R,Abril,2025,135772.95,10861.8518,1150.0,0.0,0.1982,147785.0,58579.0,20273.0,16608.0,29244.0,2954.0,48806.0,83.0,84.0,84.0,92.35,9.68,110.0
599960300041,14-R,Julio,2025,140641.52,11251.3333,1150.0,0.0,0.1467,153043.0,59582.0,24118.0,19378.0,36504.0,3700.0,59582.0,82.0,82.0,82.0,92.69,9.76,110.0
599960300041,14-R,Agosto,2025,140113.98,11209.1111,1150.0,0.0,-0.0911,152473.0,59582.0,24081.0,20581.0,35693.0,3389.0,59663.0,82.0,83.0,82.0,92.73,9.66,110.0
599951100217,15-R,Enero,2025,3305.46,264.4444,1150.0,0.0,0.0956,4720.0,156.0,614.0,60.0,71.0,25.0,156.0,1.0,1.0,1.0,24.62,2.09,128.0
599951100217,15-R,Febrero,2025,2980.12,238.4444,1150.0,0.0,0.4356,4369.0,62.0,561.0,26.0,28.0,8.0,62.0,1.0,1.0,1.0,12.0,0.92,128.0
599951100217,15-R,Abril,2025,3217.7,257.4074,1150.0,0.0,-0.1074,4625.0,149.0,391.0,48.0,67.0,10.0,125.0,1.0,1.0,1.0,30.45,2.08,128.0
599951100217,15-R,Julio,2025,3259.1,260.7407,1150.0,0.0,0.1593,4670.0,129.0,470.0,51.0,68.0,10.0,129.0,1.0,1.0,1.0,26.47,1.73,128.0
599951100217,15-R,Agosto,2025,3239.92,259.1852,1150.0,0.0,-0.1052,4649.0,129.0,424.0,49.0,64.0,10.0,123.0,1.0,1.0,1.0,27.86,1.65,128.0
599910601058,16-R,Enero,2025,3447.82,275.8518,1150.0,0.0,0.3282,4874.0,196.0,1025.0,69.0,102.0,25.0,196.0,1.0,1.0,1.0,18.78,2.63,124.0
599910601058,16-R,Febrero,2025,3375.31,270.0,1150.0,0.0,-0.31,4795.0,175.0,949.0,63.0,90.0,22.0,175.0,1.0,1.0,1.0,18.13,2.6,124.0
599910601058,16-R,Abril,2025,3401.75,272.1481,1150.0,0.0,0.1019,4824.0,183.0,820.0,54.0,88.0,9.0,151.0,1.0,6.0,1.0,18.11,0.41,124.0
599910601058,16-R,Julio,2025,3426.43,274.1481,1150.0,0.0,0.4219,4851.0,173.0,904.0,58.0,104.0,11.0,173.0,1.0,1.0,1.0,18.8,2.32,124.0
599910601058,16-R,Agosto,2025,3419.33,273.4815,1150.0,0.0,-0.8115,4842.0,173.0,891.0,61.0,101.0,10.0,172.0,1.0,1.0,1.0,18.95,2.31,124.0
599900800141,17-R,Enero,2025,119881.94,9590.5926,0.0,0.0,0.4674,129473.0,50560.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.58,9.82,125.0
599900800141,17-R,Febrero,2025,113182.68,9054.5926,0.0,0.0,-0.2726,122237.0,45760.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.43,9.66,125.0
599900800141,17-R,Abril,2025,113334.74,9066.7407,0.0,0.0,-0.4807,122401.0,46880.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.14,9.71,125.0
599900800141,17-R,Julio,2025,125796.08,10063.7037,0.0,0.0,0.2163,135860.0,51280.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.02,9.81,125.0
599900800141,17-R,Agosto,2025,109718.81,8777.4815,0.0,0.0,-0.2915,118496.0,51280.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.01,9.71,125.0
599110300360,23-R,Enero,2025,3242.03,259.3333,1150.0,0.0,-0.3633,4651.0,136.0,640.0,47.0,71.0,18.0,136.0,1.0,1.0,1.0,20.79,1.82,134.0
599110300360,23-R,Febrero,2025,3149.54,252.0,1150.0,0.0,0.46,4552.0,109.0,589.0,38.0,57.0,14.0,109.0,1.0,1.0,1.0,18.2,1.62,134.0
599110300360,23-R,Abril,2025,2559.37,204.7407,1150.0,0.0,-0.1107,3914.0,36.0,170.0,11.0,22.0,3.0,36.0,1.0,1.0,1.0,20.72,0.6,134.0
599110300360,23-R,Julio,2025,124045.97,9923.7037,1150.0,0.0,0.3263,135120.0,49146.0,35231.0,16023.0,30077.0,3046.0,49146.0,67.0,67.0,67.0,81.27,9.85,134.0
