RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
596180605681,253,Enero,2025,173006.03,13840.4444,1500.0,0.0,-0.4744,188346.0,74783.0,29469.0,25137.0,39891.0,9755.0,74783.0,125.0,127.0,103.0,93.04,7.91,125.0
596180605681,253,Febrero,2025,162272.11,12981.7778,1500.0,0.0,0.1122,176754.0,68247.0,26782.0,23797.0,35866.0,8584.0,68247.0,121.0,104.0,104.0,93.09,8.39,125.0
596180605681,253,Abril,2025,169401.16,13552.0741,1500.0,0.0,-0.2341,184453.0,72875.0,23566.0,20679.0,36248.0,3653.0,60580.0,111.0,123.0,104.0,93.2,8.2,125.0
596180605681,253,Julio,2025,175000.84,14000.0741,1500.0,0.0,0.0859,190501.0,73265.0,28406.0,23674.0,45008.0,4583.0,73265.0,119.0,120.0,103.0,93.24,8.2,125.0
596180605681,253,Agosto,2025,173343.37,13867.4074,1500.0,0.0,-0.7774,188710.0,73265.0,28631.0,25212.0,43963.0,4161.0,73336.0,101.0,119.0,101.0,93.15,8.28,125.0
